"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"1",1,"DJohnson AnVLe JohnDWilkins StephenMMatyas","Design of the Commercial Data Masking Facility Data Privacy Algorithm ","ACM Conference Computer and Communications Security",10,1,1,"DJohnson"
"2",2,"DJohnson AnVLe JohnDWilkins StephenMMatyas","A Public Key Extension to the Common Cryptographic Architecture ","IBM Systems Journal",10,2,2,"DJohnson"
"3",3,"DJohnson GeorgeMDolan","Transaction Security System Extensions to the Common Cryptographic Architecture ","IBM Systems Journal",10,3,3,"DJohnson"
"4",4,"DJohnson AnVLe GeorgeMDolan MichaelJKelly StephenMMatyas","Common Cryptographic Architecture Cryptographic Application Programming Interface ","IBM Systems Journal",10,4,4,"DJohnson"
"5",5,"DJohnson DavidJLilja JohnRiedl","A Distributed Hardware Mechanism for Process Synchronization on Shared-Bus Multiprocessors ","ICPP International Conference Parallel Processing",11,1,5,"DJohnson"
"6",6,"DJohnson DavidJLilja JohnRiedl","A Circulating Active Barrier Synchronization Mechanism ","ICPP International Conference Parallel Processing",11,2,6,"DJohnson"
"7",7,"DJohnson DavidJLilja JamesAnderson JohnRiedl","Low-Cost, High-Performance Barrier Synchronization on Networks of Workstations ","J Parallel Distrib Comput",11,3,7,"DJohnson"
"8",8,"DJohnson DanielRLBrown","Formal Security Proofs for a Signature Scheme with Partial Message Recovery ","RSA",12,1,8,"DJohnson"
"9",9,"DJohnson ","AES and Future Resiliency: More Thoughts and Questions ","AES Candidate Conference",12,2,9,"DJohnson"
"10",10,"DJohnson BrianKingsbury JamesBeck JohnWawrzynek KrsteAsanovic NelsonMorgan","SPERT-II: A Vector Microprocessor System and its Application to Large Problems in Backpropagation Training ","NIPS Neural Information Processing Systems",13,1,10,"DJohnson"
"11",11,"DJohnson BrianKingsbury JamesBeck JohnWawrzynek KrsteAsanovic NelsonMorgan","Spert-II: A Vector Microprocessor System ","IEEE Computer",13,2,11,"DJohnson"
"12",12,"DJohnson ","Trap Architectures for Lisp Systems ","LISP and Functional Programming",14,1,12,"DJohnson"
"13",13,"DJohnson ","The Case for a Read Barrier ","ASPLOS Architectural Support for Programming Languages and Operating Systems",14,2,13,"DJohnson"
"14",14,"DJohnson CharlesBerman JamesCoplien JohnDaniels KennethSRubin LauraHill","Managing Object Oriented Projects - Panel Session ","OOPSLA Conference Object Oriented Programming Systems Languages and Applications",15,1,14,"DJohnson"
"15",15,"DJohnson CharlesBerman JamesCoplien JohnDaniels KennethSRubin LauraHill","Object-oriented project management panel ","OOPS Messenger",15,2,15,"DJohnson"
"16",16,"DJohnson ","Network Design,","J Algorithms",1,16,16,"DJohnson"
"17",17,"DJohnson ","Interactive Proof Systems for Fun and Profit,","J Algorithms",1,17,17,"DJohnson"
"18",18,"DJohnson ","Updates, Updates, Updates,","J Algorithms",1,18,18,"DJohnson"
"19",19,"DJohnson ","Approximation Algorithms for Combinatorial Problems","STOC ACM Symposium Theory of Computing",1,19,19,"DJohnson"
"20",20,"DJohnson DSJohnson JKLenstra AHGRinnooyKan","The Complexity of the Network Design Problem,","Networks",1,140,20,"DJohnson"
"21",21,"DJohnson DSJohnson FPPreparata","The Densest Hemisphere Problem,","Theoretical Comp Sci",1,141,21,"DJohnson"
"22",22,"DJohnson DSJohnson","The Genealogy of Theoretical Computer Science,","SIGACT News",1,142,22,"DJohnson"
"23",23,"DJohnson DSJohnson MMinkoff  SPhillips","The Prize Collecting Steiner Tree Problem: Theory and Practice,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms",1,143,23,"DJohnson"
"24",24,"DJohnson DSJohnson LAMcGeoch","The Traveling Salesman Problem: A Case Study in Local Optimization,","Local Search Combinatorial Optimization E H L Aarts and J K Lenstra editors John Wiley and Sons Ltd",1,144,24,"DJohnson"
"25",25,"DJohnson DSJohnson AKlug","Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies,","Journal of Computer and Systems Sciences",1,145,25,"DJohnson"
"26",26,"DJohnson MRGarey","Scheduling Tasks with Nonuniform Deadlines on Two Processors ","J ACM",1,90,26,"DJohnson"
"27",27,"DJohnson DSJohnson","A Theoretician's Guide to the Experimental Analysis of Algorithms,"," Proceedings of the th and th DIMACS Implementation Challenges M Goldwasser D S Johnson and C C McGeoch Editors American Mathematical Society",1,146,27,"DJohnson"
"28",28,"DJohnson MRGarey RLGraham DSJohnson","Some NP-Complete Geometric Problems,","Proc th Annual ACM Symp Theory of Computing",1,91,28,"DJohnson"
"29",29,"DJohnson ClaireKenyon J aacute nosCsirik","Better approximation algorithms for bin covering ","SODA Symposium Discrete Algorithms",1,147,29,"DJohnson"
"30",30,"DJohnson MRGarey DSJohnson LStockmeyer","Some Simplified NP-Complete Graph Problems,","Theoretical Comp Sci",1,92,30,"DJohnson"
"31",31,"DJohnson ClaireKenyon J aacute nosCsirik JamesBOrlin PeterWShor RichardRWeber","On the sum-of-squares algorithm for bin packing ","STOC ACM Symposium Theory of Computing",1,148,31,"DJohnson"
"32",32,"DJohnson MRGarey","``Strong'' NP-Completeness Results: Motivation, Examples, and Implications ","J ACM",1,93,32,"DJohnson"
"33",33,"DJohnson ClaireKenyon J aacute nosCsirik PeterWShor RichardRWeber","A Self Organizing Bin Packing Heuristic ","ALENEX Algorithm Engineering and Experiments",1,149,33,"DJohnson"
"34",34,"DJohnson MRGarey DSJohnson GLMiller CHPapadimitriou","The Complexity of Coloring Circular Arcs and Chords,","SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods",1,94,34,"DJohnson"
"35",35,"DJohnson MRGarey RLGraham DSJohnson","The Complexity of Computing Steiner Minimal Trees,","SIAM Society for Industrial and Applied Mathematics J Appl Math",1,95,35,"DJohnson"
"36",36,"DJohnson MRGarey DSJohnson RSethi","The Complexity of Flowshop and Jobshop Scheduling,","Math of Oper Research",1,96,36,"DJohnson"
"37",37,"DJohnson MRGarey","The Complexity of Near-Optimal Graph Coloring ","J ACM",1,97,37,"DJohnson"
"38",38,"DJohnson MRGarey DSJohnson HSWitsenhausen","The Complexity of the Generalized Lloyd-Max Problem,","IEEE Trans Information Theory IT",1,98,38,"DJohnson"
"39",39,"DJohnson MRGarey RobertEndreTarjan","The Planar Hamiltonian Circuit Problem is NP-Complete ","SIAM Society for Industrial and Applied Mathematics J Comput",1,99,39,"DJohnson"
"40",40,"DJohnson ","Approximation Algorithms for Combinatorial Problems ","J Comput Syst Sci",1,20,40,"DJohnson"
"41",41,"DJohnson ","Parallel Processing,","J Algorithms",1,21,41,"DJohnson"
"42",42,"DJohnson ","Partitioning, Covering, and Packing Problems,","J Algorithms",1,22,42,"DJohnson"
"43",43,"DJohnson ","Oracles, Bin Packing, and and Ordering Problems,","J Algorithms",1,23,43,"DJohnson"
"44",44,"DJohnson ","Randomized Algorithms and Complexity Classes,","J Algorithms",1,24,44,"DJohnson"
"45",45,"DJohnson ","Routing Problems,","J Algorithms",1,25,45,"DJohnson"
"46",46,"DJohnson ","Solving NP-Hard Problems Quickly On Average ,","J Algorithms",1,26,46,"DJohnson"
"47",47,"DJohnson ","The Many Faces of Polynomial Time,","J Algorithms",1,27,47,"DJohnson"
"48",48,"DJohnson ","The NP-Completeness Column: An Ongoing Guide ","J Algorithms",1,28,48,"DJohnson"
"49",49,"DJohnson ","The Story So Far,","J Algorithms",1,29,49,"DJohnson"
"50",50,"DJohnson DanielJKleitman JosephY TLeung SFAssmann","On a Dual Version of the One-Dimensional Bin Packing Problem ","J Algorithms",1,150,50,"DJohnson"
"51",51,"DJohnson AnthonyCKlug","Optimizing Conjunctive Queries When Attribute Domains Are not Disjoint Extended Abstract ","FOCS IEEE Symposium Foundations of Computer Science",1,151,51,"DJohnson"
"52",52,"DJohnson AnthonyCKlug","Optimizing Conjunctive Queries that Contain Untyped Variables ","SIAM Society for Industrial and Applied Mathematics J Comput",1,152,52,"DJohnson"
"53",53,"DJohnson AnthonyCKlug","Testing Containment of Conjunctive Queries Under Functional and Inclusion Dependencies ","PODS Symposium Principles of Database Systems",1,153,53,"DJohnson"
"54",54,"DJohnson AnthonyCKlug","Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies ","J Comput Syst Sci",1,154,54,"DJohnson"
"55",55,"DJohnson AndreaSLaPaugh RonYPinter","Minimizing Channel Density by Lateral Shifting of Components ","SODA Symposium Discrete Algorithms",1,155,55,"DJohnson"
"56",56,"DJohnson AndreaSLaPaugh EdwardGCoffman MRGarey","Scheduling File Transfers ","SIAM Society for Industrial and Applied Mathematics J Comput",1,156,56,"DJohnson"
"57",57,"DJohnson AndreaSLaPaugh EdwardGCoffman MRGarey","Scheduling File Transfers in a Distributed Network ","PODC Symposium Principles of Distributed Computing",1,157,57,"DJohnson"
"58",58,"ZMMao DJohnson OSpatscheck JEvanderMerwe  JWang","Efficient and robust streaming provisioning in VPNs,","Proceedings WWW World Wide Web Conference Series",1,158,58,"DJohnson"
"59",59,"ZMMao DJohnson JRexford JWang  RKatz","Scalable and accurate identification of AS-level forwarding paths,"," Proceedings INFOCOM The Conference Computer Communications",1,159,59,"DJohnson"
"60",60,"DJohnson ","The Tale of the Second Prover,","J Algorithms",1,30,60,"DJohnson"
"61",61,"DJohnson ","The Twelve Open Problems From [G&J]","Updates J Algorithms",1,31,61,"DJohnson"
"62",62,"DJohnson ","The Traveling Salesman Problem: A report on the State of the Art ","IFIP International Federation for Information Processing Congress",1,32,62,"DJohnson"
"63",63,"DJohnson DLApplegate LSBuriol BLDillard DSJohnson  PWShor","The Cutting-Stock Approach to Bin Packing: Theory and Experiments,","Procedings of the Fifth Workshop Algorithm Engineering and Experimentation R E Ladner Editor SIAM Society for Industrial and Applied Mathematics",1,33,63,"DJohnson"
"64",64,"DJohnson CRAragon DSJohnson LAMcGeoch CSchevon","Optimization by Simulated Annealing: An Experimental Evaluation; Part II, Graph Coloring and Number Partitioning,","Operations Research",1,34,64,"DJohnson"
"65",65,"DJohnson SFAssmann DSJohnson DJKleitman JY TLeung","On a Dual Version of the One-Dimensional Bin Packing Problem,","J Algorithms",1,35,65,"DJohnson"
"66",66,"DJohnson AlexanderIBarvinok ArieTamir GerhardJWoeginger RussellWoodroofe S aacute ndorPFekete","The geometric maximum traveling salesman problem ","J ACM",1,36,66,"DJohnson"
"67",67,"DJohnson AlexanderIBarvinok GerhardJWoeginger RussellWoodroofe","The Maximum Traveling Salesman Problem Under Polyhedral Norms ","IPCO Integer Programming Combinatorial Optimization",1,37,67,"DJohnson"
"68",68,"DJohnson JLBentley DSJohnson FTLeighton CCMcGeoch","An Experimental Study of Bin Packing,","Proc st Ann Allerton Conf Communication Control and Computing",1,38,68,"DJohnson"
"69",69,"DJohnson JLBentley DSJohnson FTLeighton CCMcGeoch LAMcGeoch","Some Unexpected Behavior Results for Bin-Packing,","Proc th Ann ACM Symp Theory of Computing",1,39,69,"DJohnson"
"70",70,"DJohnson CatherineCMcGeoch FrankThomsonLeighton JonLouisBentley LyleAMcGeoch","Some Unexpected Expected Behavior Results for Bin Packing","STOC ACM Symposium Theory of Computing",1,160,70,"DJohnson"
"71",71,"DJohnson NSMegiddo SLHakimi MRGarey DSJohnson CHPapadimitriou","The Complexity of Searching a Graph,","J Assoc Comp Mach",1,161,71,"DJohnson"
"72",72,"DJohnson JacobusEvanderMerwe JiaWang OliverSpatscheck ZhuoqingMorleyMao","Efficient and robust streaming provisioning in VPNs ","WWW World Wide Web Conference Series",1,162,72,"DJohnson"
"73",73,"DJohnson MariaMinkoff StevenPhillips","The prize collecting Steiner tree problem: theory and practice ","SODA Symposium Discrete Algorithms",1,163,73,"DJohnson"
"74",74,"DJohnson GOstheimer LyleAMcGeoch MichaelLFredman","Data Structures for Traveling Salesmen ","SODA Symposium Discrete Algorithms",1,164,74,"DJohnson"
"75",75,"DJohnson GOstheimer LyleAMcGeoch MichaelLFredman","Data Structures for Traveling Salesmen ","J Algorithms",1,165,75,"DJohnson"
"76",76,"DJohnson ChristosHPapadimitriou MihalisYannakakis","How Easy is Local Search?","J Comput Syst Sci",1,166,76,"DJohnson"
"77",77,"DJohnson ChristosHPapadimitriou MihalisYannakakis","How Easy Is Local Search? Extended Abstract ","FOCS IEEE Symposium Foundations of Computer Science",1,167,77,"DJohnson"
"78",78,"DJohnson ChristosHPapadimitriou","On Generating All Maximal Independent Sets ","Inf Process Lett",1,168,78,"DJohnson"
"79",79,"DJohnson ChristosHPapadimitriou EliasDahlhaus MihalisYannakakis PaulDSeymour","The Complexity of Multiway Cuts Extended Abstract ","STOC ACM Symposium Theory of Computing",1,169,79,"DJohnson"
"80",80,"DJohnson FrancineBerman FrankThomsonLeighton LarrySnyder PeterWShor","Generalized Planar Matching ","J Algorithms",1,40,80,"DJohnson"
"81",81,"DJohnson FrancineBerman","Performance of the Efficient Data-Driven Evaluation Scheme ","J Parallel Distrib Comput",1,41,81,"DJohnson"
"82",82,"DJohnson WMBoyce MRGarey DSJohnson","A Note on Bisecting Minimum Spanning Trees,","Networks",1,42,82,"DJohnson"
"83",83,"DJohnson PBrucker MRGarey DSJohnson","Scheduling Equal-Length Tasks Under Treelike Precedence Constraints to Minimize Maximum Lateness,","Math of Oper Research",1,43,83,"DJohnson"
"84",84,"DJohnson FRKChung MRGarey DSJohnson","On Packing Two-Dimensional Bins,","SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods",1,44,84,"DJohnson"
"85",85,"DJohnson VChvatal MRGarey DSJohnson","Two Results Concerning Multicoloring,","Ann Disc Math",1,45,85,"DJohnson"
"86",86,"DJohnson JillCirasella LyleAMcGeoch WeixiongZhang","The Asymmetric Traveling Salesman Problem: Algorithms, Instance Generators, and Tests ","ALENEX Algorithm Engineering and Experiments",1,46,86,"DJohnson"
"87",87,"DJohnson EGCoffman  MRGarey DSJohnson","Bin Packing with Divisible Item Sizes,","J Complexity",1,47,87,"DJohnson"
"88",88,"DJohnson EGCoffman  DSJohnson LAMcGeoch PWShor RRWeber","Bin Packing with Discrete Item Sizes, Part III: Average Case Behavior of FFD and BFD,","",1,48,88,"DJohnson"
"89",89,"DJohnson EGCoffman  CACourcoubetis MRGarey DSJohnson PWShor RRWeber  MYannakakis","Bin Packing with Discrete Item Sizes, Part I: Perfect Packing Theorems and the Average Case Behavior of Optimal Packings,","SIAM Society for Industrial and Applied Mathematics J Discrete Math",1,49,89,"DJohnson"
"90",90,"DJohnson ChristosHPapadimitriou EliasDahlhaus MihalisYannakakis PaulDSeymour","The Complexity of Multiterminal Cuts ","SIAM Society for Industrial and Applied Mathematics J Comput",1,170,90,"DJohnson"
"91",91,"DJohnson ChristosHPapadimitriou MRGarey NimrodMegiddo SLouisHakimi","The complexity of searching a graph ","J ACM",1,171,91,"DJohnson"
"92",92,"DJohnson ChristosHPapadimitriou MRGarey NimrodMegiddo SLouisHakimi","The Complexity of Searching a Graph Preliminary Version ","FOCS IEEE Symposium Foundations of Computer Science",1,172,92,"DJohnson"
"93",93,"DJohnson FrancoPPreparata","The Densest Hemisphere Problem ","Theor Comput Sci",1,173,93,"DJohnson"
"94",94,"DJohnson FrancoPPreparata MRGarey RobertEndreTarjan","Triangulating a Simple Polygon ","Inf Process Lett",1,174,94,"DJohnson"
"95",95,"DJohnson EdwardERothberg LyleAMcGeoch","Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound ","SODA Symposium Discrete Algorithms",1,175,95,"DJohnson"
"96",96,"DJohnson BarbaraBSimons MRGarey RobertEndreTarjan","Scheduling Unit-Time Tasks with Arbitrary Release Times and Deadlines ","SIAM Society for Industrial and Applied Mathematics J Comput",1,176,96,"DJohnson"
"97",97,"DJohnson HCSo MRGarey","An Application of Graph Coloring to Printed Circuit Testing Working Paper ","FOCS IEEE Symposium Foundations of Computer Science",1,177,97,"DJohnson"
"98",98,"DJohnson LarryJStockmeyer MRGarey","Some Simplified NP-Complete Graph Problems ","Theor Comput Sci",1,178,98,"DJohnson"
"99",99,"DJohnson LarryJStockmeyer MRGarey","Some Simplified NP-Complete Problems","STOC ACM Symposium Theory of Computing",1,179,99,"DJohnson"
"100",100,"DJohnson MRGarey","The Rectilinear Steiner Tree Problem in NP Complete ","SIAM Society for Industrial and Applied Mathematics Journal of Applied Mathematics",1,100,100,"DJohnson"
"101",101,"DJohnson MRGarey DSJohnson","The Rectilinear Steiner Tree Problem is NP-Complete,","SIAM Society for Industrial and Applied Mathematics J Appl Math",1,101,101,"DJohnson"
"102",102,"DJohnson MRGarey DSJohnson","A / Theorem for Bin Packing,","J Complexity",1,102,102,"DJohnson"
"103",103,"DJohnson MRGarey DSJohnson","Two-Processor Scheduling with Start-Times and Deadlines,","SIAM Society for Industrial and Applied Mathematics J Computing",1,103,103,"DJohnson"
"104",104,"DJohnson MRGarey DSJohnson FPPreparata RETarjan","Triangulating a Simple Polygon,","Information Processing Letters",1,104,104,"DJohnson"
"105",105,"DJohnson EdwardGCoffman PeterWShor RichardRWeber","Bin packing with discrete item sizes, part II: Tight bounds on First Fit ","Random Structures and Algorithms",1,50,105,"DJohnson"
"106",106,"DJohnson MGoldwasser DSJohnson  CCMcGeochEditors","Proceedings of the th and th DIMACS Implementation Challenges,","American Mathematical Society",1,105,106,"DJohnson"
"107",107,"DJohnson EGCoffman MRGarey DSJohnson","Dynamic Bin Packing,","SIAM Society for Industrial and Applied Mathematics J Computing",1,51,107,"DJohnson"
"108",108,"DJohnson ZJHaas JHWinters  DSJohnson","Simulation Results of the Capacity of Cellular Systems,","IEEE Trans Vehicular Technology",1,106,108,"DJohnson"
"109",109,"DJohnson EGCoffman  CACourcoubetis MRGarey DSJohnson LAMcGeoch PWShor RRWeber MYannakakis","Fundamental Discrepancies between Average-Case Analyses under Discrete and Continuous Distributions: A Bin Packing Case Study,","Proc rd Ann ACM Symp Theory of Computing Journal versions See below",1,52,109,"DJohnson"
"110",110,"DJohnson FrankKHwang MRGarey","Algorithms for a Set Partitioning Problem Arising in the Design of Multipurpose Units ","IEEE Trans Computers",1,107,110,"DJohnson"
"111",111,"DJohnson EGCoffman  DSJohnson FTLeighton PWShor RRWeber","Average Case Behavior of FFD and Optimal Bin Packings on U[ ,a] Distributions,","",1,53,111,"DJohnson"
