,X,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
1,1,DavidChenhoKung JerryGao PeiHsia YasufumiToyoshima,Object-Oriented Software Testing: Some Research and Development ,HASE,10,1,1,CChen
2,2,DavidChenhoKung FWen JerryGao PeiHsia YasufumiToyoshima,Change Impact Identification in Object Oriented Software Maintenance ,ICSM International Conference Software Maintenance,10,2,2,CChen
3,3,DavidChenhoKung JerryGao PeiHsia YasufumiToyoshima,A Test Strategy for Object-Oriented Programs ,COMPSAC International Computer Software and Applications Conference,10,3,3,CChen
4,4,DavidKLeung JerryGao YasufumiToyoshima,Developing an Integrated Testing Environment Using the World Wide Web Technology ,COMPSAC International Computer Software and Applications Conference,10,4,4,CChen
5,5,DavidChenhoKung JerryZGao PeiHsia YasufumiToyoshima,Object state testing for object-oriented programs ,COMPSAC International Computer Software and Applications Conference,10,5,5,CChen
6,6,DavidChenhoKung JayarajanSamuel JerryGao PeiHsia YasufumiToyoshima,Formal Approach to Scenario Analysis ,IEEE Software,10,6,6,CChen
7,7,DavidChenhoKung JerryGao PeiHsia YasufumiToyoshima,Or Regression Testing of Object-Oriented Programs ,Journal of Systems and Software,10,7,7,CChen
8,8,DavidChenhoKung JerryGao PeiHsia YasufumiToyoshima Young KeeSong Young SiKim,Developing an Object-Oriented Software Testing and Maintenance Environment ,Commun ACM,10,8,8,CChen
9,9,DavidKLeung JerryGao YasufumiToyoshima,Engineering on the Internet for Global Software Production ,IEEE Computer,10,9,9,CChen
10,10,Ting YuanWang Jeng LiangTsai CharlieChung PingChen," Power-Delivery Networks Optimization Thermal Reliability Integrity, ",ACM International Symposium Physical Design ISPD International Symposium Physical Design,11,40,10,CChen
11,11,Ting YuanWang CharlieChung PingChen," Optimization of the Power/Ground Network Wire-Sizing and Spacing Based on Sequential Network Simplex Algorithm, ", rd International Symposium Quality Electronic Design ISQED,11,41,11,CChen
12,12,Ting YuanWang CharlieChung PingChen," SPICE-Compatible Thermal Simulation Lumped Circuit Modeling for Thermal Reliability Analysis based on Model Reduction, ", th International Symposium Quality Electronic Design ISQED,11,42,12,CChen
13,13,Ting YuanWang CharlieChung PingChen," Thermal-ADI: A Linear-Time Chip-Level Dynamic Thermal Simulation Algorithm Based on Alternating-Direction-Implicit ADI Method, ",ACM International Symposium Physical Design ISPD International Symposium Physical Design slide,11,43,13,CChen
14,14,Ting YuanWang CharlieChung PingChen," Thermal-ADI: A Linear-Time Chip-Level Dynamic Thermal Simulation Algorithm Based on Alternating-Direction-Implicit ADI Method, ",IEEE Transaction Very Large Scale Integration Systems TVLSI pp,11,44,14,CChen
15,15,Ting YuanWang Jeng LiangTsai CharlieChung PingChen," Thermal and Power Integrity based Power/Ground Networks Optimization, ",Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe,11,45,15,CChen
16,16,Tsung HaoChen Hyoung SukKim CharlieChung PingChen, L Extracted? Now What? Introduction to An Inductance-Wise Interconnect Simulation Engine INDUCTWISE , Technical Report University of,11,10,16,CChen
17,17,Tsung HaoChen ClementLuk CharlieChung PingChen," INDUCTWISE: Inductance-Wise Interconnect Simulator and Extractor, ",IEEE Transactions Computer Aided Design of Integrated Circuits and Systems TCAD pp,11,11,17,CChen
18,18,Tsung HaoChen ClementLuk HyungsukKim CharlieChung PingChen," INDUCTWISE: Inductance-Wise Interconnect Simulator and Extractor, ",IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design,11,12,18,CChen
19,19,Chung PingChen NMenezes," Noise-Aware Repeater Insertion and Wire-Sizing for On-chip Interconnect Using Hierarchical Moment-Matching, ",IEEE ACM Design Automation Conference DAC Design Automation Conference,11,13,19,CChen
20,20,Chung PingChen HaiZhou DFWong," Optimal Non-Uniform Wire-Sizing under the Elmore Delay Model, ",IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design,11,14,20,CChen
21,21,Chung PingChen DFWong," Optimal Wire-Sizing Function Fringing Capacitance Consideration, ",IEEE ACM Design Automation Conference DAC Design Automation Conference,11,15,21,CChen
22,22,Chung PingChen Yao PingChen DFWong," Optimal Wire-Sizing Formula under the Elmore Delay Model, ",IEEE ACM Design Automation Conference DAC Design Automation Conference,11,16,22,CChen
23,23,Chung PingChen DFWong," Error-bounded Pade Approximation via Bilinear Conformal Transformation, ",IEEE ACM Design Automation Conference DAC Design Automation Conference,11,17,23,CChen
24,24,Tsung HaoChen ClementLuk CharlieChung PingChen," SuPREME: Substrate and Power-delivery Reluctance-Enhanced Macromodel Evaluation, ",IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design,11,18,24,CChen
25,25,EdCheng,Future SoC Design Challenges and Solutions invited ,ISQED,11,19,25,CChen
26,26,SaisanthoshBalakrishnan JongHyukPark HyungsukKim Yu MinLee CharlieChung PingChen," Linear Time Hierarchical Capacitance Extraction Without Multipole Expansion, ",International Conference Computer Design ICCD International Conference Computer Design,11,1,26,CChen
27,27,YahongCao Yu MinLee Tsung HaoChen CharlieChung PingChen," HiPRIME: Hierarchical and Passivity Reserved Interconnect Macromodeling Engine for RLKC Power Delivery, ",IEEE ACM Design Automation Conference DAC Design Automation Conference,11,2,27,CChen
28,28,CharlieChung PingChen NarayananMurugesan Tae WooLee SusanCHagness," FDTD-ADI: An Unconditionally Stable Full Wave Maxwell Equation Solver for VLSI Modeling, ",IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design,11,3,28,CChen
29,29,Tsung HaoChen CharlieChung PingChen," Efficient Large-Scale Power Grid Analysis Based on Preconditioned Krylov-Subspace Iterative Methods, ",IEEE ACM Design Automation Conference DAC Design Automation Conference,11,4,29,CChen
30,30,Chung PingChen DFWong," A Fast Algorithms for Optimal Wire-Sizing under the Elmore Delay Model, ",IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems,11,5,30,CChen
31,31,Chung PingChen ChrisCNChu DFWong," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ",IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp,11,6,31,CChen
32,32,PradeepsunderGanesh CharlieChung PingChen," RC-in RC-out Model Order Reduction Accurate Up to Second Order Moments, ",International Conference Computer Design ICCD International Conference Computer Design,11,20,32,CChen
33,33,Chung PingChen ChrisCNChu DFWong," Fast and Exact Simultaneous Gate and Wire Sizing by Lagrangian Relaxation, ",IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design,11,7,33,CChen
34,34,RongJiang Tsung HaoChen CharlieChung PingChen," PODEA: POwer Delivery Efficient Analysis Realizable Model Reduction, ",IEEE International Symposium Circuits and Systems ISCAS IEEE International Symposium Circuits and Systems,11,21,34,CChen
35,35,Chung PingChen Yao WenChang DFWong," Fast performance-driven optimization for buffered clock trees based on Lagrangian relaxation, ",IEEE ACM Design Automation Conference DAC Design Automation Conference,11,8,35,CChen
36,36,RongJiang CharlieChung PingChen," Realizable Reduction for Electromagnetically Coupled RLMC Interconnects, ",Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe,11,22,36,CChen
37,37,Tsung HaoChen YahongCao Yu MinLee,HiPRIME: hierarchical and passivity reserved interconnect macromodeling engine for RLKC power delivery ,DAC Design Automation Conference,11,9,37,CChen
38,38,RongJiang CharlieChung PingChen," SCORE: SPICE Compatible Reluctance Extraction, ",Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe,11,23,38,CChen
39,39,HyungsukKim CharlieChung PingChen," Be Careful of Self and Mutual Inductance Formulae, ",,11,24,39,CChen
40,40,HyungsukKim JongHyukPark SaisanthoshBalakrishnan Yu MinLee,Linear Time Hierarchical Capacitance Extraction without Multipole Expansion ,ICCD International Conference Computer Design,11,25,40,CChen
41,41,Yu minLee CharlieChung PingChen," Hierarchical model order reduction for signal-integrity driven interconnect synthesis, ",Great Lakes Symposium VLSI Very Large Scale Integration GLSVLSI,11,26,41,CChen
42,42,Yu MinLee CharlieChung PingChen," Power Grid Transient Simulation in Linear Time Based on Transmission-Line-Modeling Alternating-Direction-Implicit Method, ",IEEE ACM International Conference Computer Aided Design ICCAD International Conference Computer Aided Design,11,27,42,CChen
43,43,Yu MinLee CharlieChung PingChen," Power Grid Transient Simulation in Linear Time based on Transmission-Line-Modeling Alternating-Direction-Implicit Method, ",IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp,11,28,43,CChen
44,44,Yu MinLee CharlieChung PingChen DFWong," Optimal Wire-sizing Function under the Elmore Delay Model Bounded Wiresizes, ",IEEE Transactions Circuits Systems I TCAS I pp,11,29,44,CChen
45,45,Yu MinLee HingYinLai CharlieChung PingChen," Optimal spacing and capacitance padding for general clock structures, ",Asian and South Pacific Design Automation Conference ASP DAC Design Automation Conference,11,30,45,CChen
46,46,Yu MinLee CharlieChung PingChen," The Power Grid Transient Simulation in Linear Time based on D Alternating-Direction-Implicit Method, ",Design Automation and Test Europe Conference and Exhibition DATE Design Automation and Test Europe,11,31,46,CChen
47,47,Yu MinLee CharlieChung PingChen," The Power Grid Transient Simulation in Linear Time based on D Alternating-Direction-Implicit Method, ",IEEE Transactions Computer Aided Design of Integrated Circuits And Systems TCAD pp,11,32,47,CChen
