,X,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
1,1,TerenceCFogarty,Self Adaptation of Mutation Rates in a Steady State Genetic Algorithm ,International Conference Evolutionary Computation,10,10,1,JSmith
2,2,NKransnogor JESmith, MAFRA: A Java Memetic Algorithms Framework, Workshops Proceedings of the International Genetic and Evolutionary Computation Conference GECCO editor A S Wu,10,11,2,JSmith
3,3,NatalioKrasnogor,A Memetic Algorithm With Self-Adaptive Local Search: TSP as a case study ,GECCO The Genetic and Evolutionary Computation Conference,10,12,3,JSmith
4,4,NKrasnogor JESmith,Emergence of Profitable Search strategies Based on a Simple Inheritance Mechanism, Spector L E Goodman A Wu W B Langdon H M Voigt M Gen S Sen M Dorigo S Pezeshk M Garzon and E editors Proceedings of the Genetic and Evolutionary Computation Conference GECCO The Genetic and Evolutionary Computation Conference San Francisco Computer Animation Morgan Kaufmann Publishers,10,13,4,JSmith
5,5,NKrasnogor WHart JESmith DPelta,Protein Structure Prediction With Evolutionary Algorithms, Proceedings of Genetic and Evolutionary Computation Conference Banzhaf Daida Eiben Garzon Honovar Jakiela and Smith editors Morgan Kaufmann,10,14,5,JSmith
6,6,NKrasnogor JESmith WEHart,Recent Advances in Memetic Algorithms, Springer,10,15,6,JSmith
7,7,JESmith,Co-Evolution of Memetic Algorithms : Initial Results, Merelo Adamitis Beyer Fgenandez Villacans and Schwefel eds Parallel problem solving from Nature PPSN Parallel Problem Solving from Nature VII Springer Verlag LNCS,10,16,7,JSmith
8,8,JESmith,Adaptively Parameterised Evolutionary Ststems: Self Adaptive Recombination and Mutation in a Steady State Genetic Algorithm, Parallel Problem Solving from Nature IV eds Voigt Ebeling Rechenberg and Schwefel Springer Verlag,10,17,8,JSmith
9,9,JESmith TCFogarty, Genetic Feature Selection for Clustering and Classification,IEE Colloquium Genetic Algorithms Image Processing Vision London IEE Digest,10,18,9,JSmith
10,10,JESmith,Genetic Algorithms, Handbook of Global Optimization volume Heuristic Approaches eds Romeijn and Pardalos Kluwer Academic Publishers ISBN,10,19,10,JSmith
11,11,JESmith MBartley,Microprocessor Design Verification by Two-Phase Evolution of Variable Length Tests, Proceedings of the IEEE International Conference Evolutionary Computing IEEE Press,10,20,11,JSmith
12,12,JESmith,Modelling GAs with Self Adaptive Mutation Rates, Spector L E Goodman A Wu W B Langdon H M Voigt M Gen S Sen M Dorigo S Pezeshk M Garzon and E editors Proceedings of the Genetic and Evolutionary Computation Conference GECCO The Genetic and Evolutionary Computation Conference San Francisco Computer Animation Morgan Kaufmann Publishers,10,21,12,JSmith
13,13,JESmith TCFogarty, An Adaptive Poly-Parental Recombination Strategy, Evolutionary Computing ed Fogarty T C Springer Verlag,10,22,13,JSmith
14,14,RESmith JESmith,"An examination of tuneable, random search landscapes", Foundations of Genetic Algorithms V Banzhaf Reeves editors Morgan Kaufmann,10,23,14,JSmith
15,15,RESmith JESmith,New Methods for Tunable Random Landscapes, Foundations of Genetic Algorithms Martin and Spears eds Morgan Kaufmann,10,24,15,JSmith
16,16,JimSmith,On Appropriate Adaptation Levels for the Learning of Gene Linkage, Journal of Genetic Programming and Evolvable Machines Number,10,25,16,JSmith
17,17,JESmith,Parameter Perturbation Mechanisms in Binary Coded GAs with Self-Adaptive Mutation, Rowe Poli DeJong Cotta eds Foundations of Genetic Algorithms Morgan Kauffman,10,26,17,JSmith
18,18,JESmith, Operator and Parameter Adaptation in Genetic Algorithms, pp Soft Computing Springer Verlag,10,27,18,JSmith
19,19,JESmith TCFogarty,Recombination Strategy Adaptation via Evolution of Gene Linkage, Proceedings of IEEE International Conference Evolutionary Computing,10,28,19,JSmith
20,20,JESmith FVavak,Replacement strategies in steady state genetic algorithms: dynamic environments, p Journal of Computing Information Technology Special Issue Evolutionary Computing,10,29,20,JSmith
21,21,JESmith FVavak,Replacement strategies in steady state genetic algorithms: static environments, Foundations of Genetic Algorithms V Banzhaf Reeves editors Morgan Kaufmann,10,30,21,JSmith
22,22,JESmith TCFogarty, Self Adaptation of Mutation Rates in a Steady State Genetic Algorithm, Proceedings of IEEE International Conference Evolutionary Computing IEEE Press,10,31,22,JSmith
23,23,AStaggemeier AClarke UAickelin JESmith,A hybrid genetic algorithm to solve a lot sizing and scheduling problem,Proceedings of the Conference of International Federation of Operational Research Societies,10,32,23,JSmith
24,24,MCaleb SollySteuer PSmith,A Modified Neocognitron Network for Medical Signal Classification, Proceedings of the International Conference Neural Networks and Expert Systems Medicine and HealthCare,10,33,24,JSmith
25,25,MCaleb SollySteuer JEPSmith,An Alternative Approach for the Evaluation of the Neocognitron,Proceedings of the th European Symposium Artificial Neural Networks Bruges,10,34,25,JSmith
26,26,CStone JESmith,Strategy Parameter Variation in Self-Adaptation of Mutation Rates,pp Langdon et eds Proceedings of the Genetic and Evolutionary Computation Conference Morgan Kaufmann,10,35,26,JSmith
27,27,ChristopherStone,Strategy Parameter Variety In Self-adaptation Of Mutation Rates ,GECCO The Genetic and Evolutionary Computation Conference,10,36,27,JSmith
28,28,FrankVavak,Replacement Strategies in Steady State Genetic Algorithms: Static Environments ,FOGA Foundations of Genetic Algorithms Workshop,10,37,28,JSmith
29,29,,Co-evolving Memetic Algorithms: Initial Investigations ,PPSN Parallel Problem Solving from Nature,10,1,29,JSmith
30,30,,Co-Evolution of Memetic Algorithms for Protein Structure Prediction, Hart Krasnogor and Smith eds Proceedings of the Third International Workshop Memetic Algorithms,10,2,30,JSmith
31,31,PCaleb Solly JESmith,Adaptive Image Segmentation Based on Visual Interactive Feedback Learning, I Parmee editor Proceedings of ACDM Springer Verlag,10,3,31,JSmith
32,32,BCarr WHart NKrasnogor JHirst EBurke JSmith,Alignment of Protein Structures with a Memetic Evolutionary Algorithm, Langdon et eds Proceedings of the Genetic and Evolutionary Computation Conference Morgan Kaufmann,10,4,32,JSmith
33,33,AEEiben JESmith,Introduction to Evolutionary Computing, ISBN Springer Heidelberg New,10,5,33,JSmith
34,34,TerenceCFogarty,Adaptively Parameterised Evolutionary Systems: Self-Adaptive Recombination and Mutation in a Genetic Algorithm ,PPSN Parallel Problem Solving from Nature,10,6,34,JSmith
35,35,TerenceCFogarty,Evolving Software Test Data - GA's learn Self Expression ,Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop,10,7,35,JSmith
36,36,TerenceCFogarty,An Adaptive Poly-Parental Recombination Strategy ,Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop,10,8,36,JSmith
37,37,TerenceCFogarty,Recombination Strategy Adaptation via Evolution of Gene Linkage ,International Conference Evolutionary Computation,10,9,37,JSmith
38,38,AlvaroAAFernandes AnastasiosGounaris NormanWPaton PaulWatson RizosSakellariou,Distributed Query Processing on the Grid ,GRID GRID Computing,11,1,38,JSmith
39,39,NormanWPaton PaulWatson SandradeFMendesSampaio,Validated Cost Models for Parallel OQL Query Processing ,OOIS Object Oriented Information Systems,11,2,39,JSmith
40,40,NormanWPaton PaulWatson SandradeFMendesSampaio,A Parallel Algebra for Object Databases ,DEXA Database and Expert Systems Applications Workshop,11,3,40,JSmith
41,41,NormanWPaton PaulWatson SandradeFMendesSampaio,Experimenting with Object Navigation in Parallel Object Databases ,DEXA Database and Expert Systems Applications Workshop,11,4,41,JSmith
42,42,NormanWPaton PaulWatson SandradeFMendesSampaio,Speeding Up Navigational Requests in a Parallel Object Database System ,Euro Par,11,5,42,JSmith
43,43,NormanWPaton PaulWatson SandradeFMendesSampaio,An Experimental Performance Evaluation of Join Algorithms for Parallel Object Databases ,Euro Par,11,6,43,JSmith
44,44,,On Synchronisation in Fault-Tolerant Data and Compute Intensive Programs over a Network of Workstations ,Euro Par,11,7,44,JSmith
45,45,NormanWPaton PaulWatson SandradeFMendesSampaio,Polar: An Architecture for a Parallel ODMG Compliant Object Database ,CIKM International Conference Information and Knowledge Management,11,8,45,JSmith
46,46,SantoshKShrivastava,A System for Fault-Tolerance Execution of Data and Compute Intensive Programs over a Network of Workstations ,Euro Par I,11,9,46,JSmith
47,47,AlanLLeiner RosalindBMarimont WANotz,Concurrently operating computer systems ,IFIP International Federation for Information Processing Congress,12,1,47,JSmith
48,48,AWeinberger AlanLLeiner WANotz,PILOT - A New Multiple Computer System ,J ACM,12,2,48,JSmith
49,49,RWDrake,Some techniques for File Recovery ,Australian Computer Journal,12,3,49,JSmith
50,50,DMRyan HGMackenzie,Experiments with a Britton-Lee Data base machine on CSIRONET ,Australian Computer Journal,12,4,50,JSmith
51,51,HGMackenzie,The Implementation of a Data Base Management System ,Australian Computer Journal,12,5,51,JSmith
52,52,,Data Base Organisation for an Array Processor ,Australian Computer Journal,12,6,52,JSmith
53,53,,Alternatives in the Architecture and design of Distributed Data Bases ,Australian Computer Journal,12,7,53,JSmith
54,54,DJAbel,A Simple approach to the Nearest-Neighbour Problem ,Australian Computer Journal,12,8,54,JSmith
55,55,DJAbel,A Data Structure and Query Algorithm for a database of Areal Entities ,Australian Computer Journal,12,9,55,JSmith
56,56,BrettAPeters,Simulation as a Decision-Making Tool for Real-time Control of Flexible Manufacturing Systems ,ICRA International Conference Robotics and Automation,13,1,56,JSmith
57,57,GlennDrake,"Simulation System for Real-Time Planning, Scheduling, and Control ",Winter Simulation Conference,13,2,57,JSmith
58,58,BrettAPeters MarkKSnell SabinaEJordan,Distributed real-time simulation for intruder detection system analysis ,Winter Simulation Conference,13,3,58,JSmith
59,59,BrettAPeters MarcellaMMadsen MarkKSnell SabinaEJordan,Discrete-Event Simulation for the Design and Evaluation of Physical Protection Systems ,Winter Simulation Conference,13,4,59,JSmith
60,60,AliciaHelton DouglasHelton EileenThompson FernandoGGonzalez GerryWalterscheild,The design of a solid-state physical model of an automated system to be used as a test bed for control applications ,Winter Simulation Conference,13,5,60,JSmith
61,61,BrettAPeters GlennDrake,Simulation as a Planning and Scheduling Tool for Flexible Manufacturing Systems ,Winter Simulation Conference,13,6,61,JSmith
62,62,BrettAPeters CynthiaLaJimodiere GlennDrake JamesCurry,Advanced Tutorial - Simulation-Based Scheduling and Control ,Winter Simulation Conference,13,7,62,JSmith
63,63,DavidTSturrock GlenDSmith RichardAWysk SanjayBJoshi SanjayERamaswamy,Discrete event simulation for shop floor control ,Winter Simulation Conference,13,8,63,JSmith
64,64,,M/G/c/K blocking probability models and system performance ,Perform Eval,14,1,64,JSmith
65,65,,Topological network design of state-dependent queueing networks ,Networks,14,2,65,JSmith
66,66,DZDu JMacGregorSmith  HRubinstein,Advances in Steiner Trees A new monograph on Steiner trees ,Kluwer Publishing Company,14,3,66,JSmith
67,67,RajatJain JMacGregorSmith,Modeling Vehicular Traffic Flow using M/G/C/C State Dependent Queueing Models,,14,4,67,JSmith
68,68,LaoucineKerbache JMacGregorSmith,Multi-objective routing within large scale facilities using open finite queueing networks,EJOR,14,5,68,JSmith
69,69,PeterKubat JMacGregorSmith CalvinYum,Design of Cellular Networks with Diversity and Capacity Constraints,Paper the IEEE Transactions Reliability,14,6,69,JSmith
70,70,PeterKubat JMacGregorSmith,A Multi-Period Network Design Problem for Cellular Telecommunication Systems,EJOR,14,7,70,JSmith
71,71,JMacGregorSmith NikhilChikhale,Buffer Allocation for a Class of Nonlinear Stochastic Knapsack Problems,,14,10,71,JSmith
72,72,Wu JiLi,Quadratic Assignment Problems and M/G/C/C/ State Dependent Network Flows ,Journal of Combinatorial Optimization,14,8,72,JSmith
73,73,JMacGregorSmith,Evacuation Networks,the Encyclopedia of Optimization to be published by Kluwer Publishing Company,14,11,73,JSmith
74,74,DHMitchell JMacGregorSmith,Topological Network Design of Pedestrian Networks, Transportation Research Series,14,9,74,JSmith
75,75,JMacGregorSmith Wu JiLi,Quadratic Assignment Problems and M/G/C/C State Dependent Network Flows,ATT Solutions,14,12,75,JSmith
76,76,JMacGregorSmith,"Quadratic Set Packing Problems, Steiner Trees and their Integration",Paper the International Journal of Mathematical Algorithms,14,13,76,JSmith
77,77,JMacGregorSmith RichWeiss  MinooPate,An O NxN Heuristic for Steiner Minimal Trees in d,,14,14,77,JSmith
78,78,WarrenSmith JMacGregorSmith,On the Steiner Ratio in d,,14,15,78,JSmith
79,79,JMacGregorSmith,"Steiner Minimal Trees in -d: Theory, Algorithms, and Applications",the Handbook of Combinatorial Optimization to be published by Kluwer Publishing Company,14,16,79,JSmith
80,80,JMacGregorSmith FRBCruz,The Buffer Allocation Problem for General Finite Buffer Queueuing Networks,,14,17,80,JSmith
81,81,BadriToppur,"Euclidean Steiner Minimal Trees, Minimum Energy Configurations, and the Embedding Problem of Weighted Graphs in E ",Discrete Applied Mathematics,14,18,81,JSmith
82,82,JFWeng,Steiner Minimal Trees with One Polygonal Obstacle ,Algorithmica,14,19,82,JSmith
83,83,PawelWinter,Path-Distance Heuristics for the Steiner Problem in Undirected Networks ,Algorithmica,14,20,83,JSmith
84,84,SJYuhaski,Modeling Circulation Systems in Buildings Using State Dependent Queueing Models ,Queueing Syst,14,21,84,JSmith
85,85,CalDeedman,The Application of Expert Systems Technology to Case-Based Law ,ICAIL International Conference Artificial Intelligence and Law,15,1,85,JSmith
86,86,,The Use of Lexicons in Information Retrieval in Legal Databases ,ICAIL International Conference Artificial Intelligence and Law,15,2,86,JSmith
87,87,DaphneGelbart,"Beyond Boolean Search: FLEXICON, a Legal Tex-Based Intelligent System ",ICAIL International Conference Artificial Intelligence and Law,15,3,87,JSmith
88,88,DaphneGelbart,FLEXICON: An Evaluation of a Statistical Ranking Model Adapted to Intelligent Legal Text Management ,ICAIL International Conference Artificial Intelligence and Law,15,4,88,JSmith
89,89,BruceAtherton DaphneGelbart JohnMcClean KeithMacCrimmon LincolnQuintana MichelleShinehoft,Artificial Intelligence and Legal Discourse: The Flexlaw Legal Text Management System ,Artificial Intelligence and Law,15,5,89,JSmith
90,90,DaphneGelbart,Toward a Comprehensive Legal Information Retrieval System ,DEXA Database and Expert Systems Applications,15,6,90,JSmith
91,91,JCSMITH SCUSACK UPEZZECA BBROOKS MKARPLUS,Inelastic Neutron Scattering Analysis of Low Frequency Motion in Proteins: A Normal Mode Study of the Bovine Pancreatic Trypsin Inhibitor,Journal of Chemical Physics,16,111,91,JSmith
92,92,JCSMITH SCUSACK BTIDOR MKARPLUS,Inelastic Neutron Scattering Analysis of Low-Frequency Motions in Proteins: Harmonic and Damped Harmonic Models of BPTI,Journal of Chemical Physics,16,112,92,JSmith
93,93,JCSMITH PCALMETTES DDURAND MDESMADRIL SFUROIS CORBIN GRKNELLER BROUX,On the Configurations Accessible to Folded and Denatured Proteins,Statistical Mechanics Protein Structure and Protein Substrate Interactions Ed S Doniach Plenum Press New,16,113,93,JSmith
94,94,JCSMITH SCUSACK KKUCZERA BTIDOR MKARPLUS,Internal Dynamics of Globular Proteins: Comparison of Theoretical Models with Neutron Scattering Measurements,Physica B,16,114,94,JSmith
95,95,JCSMITH FMERZEL CSVERMA SFISCHER,Protein hydration water: structure and thermodynamics,Journal of Molecular Liquids,16,115,95,JSmith
96,96,JCSMITH DDURAND MJFIELD SFUROIS CORBIN GRKNELLER BROUX,Supramolecular Interactions and Atomic Dynamics in Proteins and Peptide Crystals,Jumps Lattice waves and Liquid Like Diffusion Computational Approaches Supramolecular Chemistry Ed G Wipff Kluwer,16,116,96,JSmith
97,97,Beno icirc tRoux Jer ocirc meBaudry SergeCrouzy,Efficient calculation of two-dimensional adiabatic and free energy maps: Application to the isomerization of the C C and C N bonds in the retinal of bacteriorhodopsin ,Journal of Computational Chemistry,16,10,97,JSmith
98,98,JCSMITH KKUCZERA  MKARPLUS,Temperature-Dependence of Myoglobin Dynamics: Neutron Spectra Calculated from Molecular Dynamics Simulations of Myoglobin,Proceedings of the National Academy of Sciences U S A,16,117,98,JSmith
99,99,Beno icirc tRoux J eacute r ocirc meBaudry SergeCrouzy,Quantum Chemical and Free Energy Simulation Analysis of Retinal Conformational Energetics ,Journal of Chemical Information and Computer Sciences,16,11,99,JSmith
100,100,NBONDAR RDANIEL JLFINNEY SFISCHER MKATAOKA APETRESCU JCSMITH,Protein Folding and Dynamics - New Insights from Computer Simulation and Scattering Experiments,Journal of the Physical Society of Suppl A Proc Int Symp ASR Eds S Katano N Metoki Y Morii and Y Ishii,16,12,100,JSmith
101,101,JCSMITH,Dynamics of Biomolecules: Simulations versus X-ray and Neutron Scattering Experiments,Chapter Computer Simulations of Biomolecules Eds W F van Gunsteren P K Weiner A J Wilkinson KLUWER ESCOM Leiden p,16,118,101,JSmith
102,102,PCALMETTES BROUX DDURAND MDESMADRIL JCSMITH,Configurational Distribution of Denatured Phosphoglycerate Kinase,Journal of Molecular Biology,16,13,102,JSmith
103,103,JCSMITH,X-ray and Neutron Scattering as Probes of the Dynamics of Biological Molecules,Computational Biochemistry and Biophysics Eds O Becker A D MacKerell B Roux and M Watanabe Marcel Dekker New,16,119,103,JSmith
104,104,PCALMETTES DDURAND PMINARD MDESMADRIL VRECEVEUR JCSMITH,How Random is a Highly Denatured Protein? Biophysical Chemistry - ,,16,14,104,JSmith
105,105,PCALMETTES DDURAND JCSMITH MDESMADRIL PMINARD JCSMITH,Structure of Proteins Denatured by Guanidinium Chloride Journal de Physique IV C - ,,16,15,105,JSmith
106,106,ZCOURNIA ACVAIANA GMULLMANN JCSMITH,Derivation of a Molecular Mechanics Force Field for Cholesterol,Journal of Pure and Applied Chemistry Press,16,16,106,JSmith
107,107,SCROUZY JBAUDRY JCSMITH BROUX,Efficient Calculation of Two-Dimensional Adiabatic and Free Energy Maps: Application to the Isomerization of the C =C and C =N Bonds in the Retinal of Bacteriorhodopsin,Journal of Computational Chemistry,16,17,107,JSmith
108,108,PCUNIASSE ATHOMAS JCSMITH HLTHANH MLEONETTI AMENEZ,Structural Basis of Antibody Cross-Reactivity: Solution Conformation of an Immunogenic Peptide Fragment Derived from a Snake Toxin B-Epitope,Biochemistry,16,18,108,JSmith
109,109,SCUSACK JCSMITH MKARPLUS JLFINNEY,Low Frequency Dynamics of BPTI Studied by Inelastic Neutron Scattering,Structure Dynamics and Function of Biomolecules Eds Ehrenberg Rigler Graslund and Nilsson Springer Verlag,16,19,109,JSmith
110,110,FNOE SMSCHWARZL SFISCHER JCSMITH,Computational tools for analyzing structural changes in proteins in solution,Applied Bioinformatics Press,16,90,110,JSmith
111,111,ACTNORTH JCSMITH,Radial Distributions of Water-Water Distances in Protein Crystals,International Journal of Biological Macromolecules,16,91,111,JSmith
112,112,A JPETRESCU PCALMETTES DDURAND VRECEVEUR JCSMITH,Change in backbone torsion angle distribution on protein folding,Protein Science,16,92,112,JSmith
113,113,AJPETRESCU PCALMETTES VRECEVEUR JCSMITH,Excluded volume in the Configurational Distribution of a Strongly-Denatured Protein,Protein Science,16,93,113,JSmith
114,114,AJPETRESCU VRECEVEUR PCALMETTES DDURAND MDESMADRIL BROUX JCSMITH,Small Angle Neutron Scattering by a Strongly Denatured Protein: Analysis using Random Polymer Theory,Biophysical Journal,16,94,114,JSmith
115,115,VREAT JLFINNEY WASTEER MAROBERTS JCSMITH RDUNN MPETERSON RMDANIEL,Cryosolvents useful for protein and enzyme studies below ^oC,Journal of Biochemical and Biophysical Methods,16,95,115,JSmith
116,116,VREAT RDUNN MFERRAND JLFINNEY RMDANIEL JCSMITH,Solvent dependence of dynamic transitions in protein solutions,Proceedings of the National Academy of Sciences U S A,16,96,116,JSmith
